sep=^
Task ID^Storage Interval^Operator ID^Message Length (secs)^Start Time^Stop Time^Threshold Method^Duration^Station Name^All Single Channels^Location (lat)^Location (lon)^Antenna^Polarization
1301^1 hours^SMSWS06^15^6/15/2021 10:00:00 AM^6/30/2021 10:00:15 AM^Noise Riding 10 dB^Fixed: 15 days^Ahuachapan^No^13.920570^-89.843568^Vertical Ref^Vertical

Band #^Start Frequency (MHz)^Stop Frequency (MHz)^Bandwidth (kHz)
1^300.000000^330.000000^20.00000
2^335.000000^350.000000^20.00000

Channel No.^Frequency (MHz)^Time of Day^Occupancy (%)^Field Strength (dBuV/m)
1^300.000000^11:00:00 AM^55^52
1^300.000000^12:00:00 PM^31^35
1^300.000000^01:00:00 PM^8^35
1^300.000000^02:00:00 PM^0^38
1^300.000000^03:00:00 PM^0^43
1^300.000000^04:00:00 PM^0^---
1^300.000000^05:00:00 PM^2^65
1^300.000000^06:00:00 PM^3^64
1^300.000000^07:00:00 PM^2^59
1^300.000000^08:00:00 PM^2^65
1^300.000000^09:00:00 PM^3^63
1^300.000000^10:00:00 PM^2^52
1^300.000000^11:00:00 PM^2^62
1^300.000000^12:00:00 AM^4^65
1^300.000000^01:00:00 AM^6^66
1^300.000000^02:00:00 AM^2^64
1^300.000000^03:00:00 AM^5^63
1^300.000000^04:00:00 AM^2^63
1^300.000000^05:00:00 AM^4^63
1^300.000000^06:00:00 AM^7^63
1^300.000000^07:00:00 AM^2^54
1^300.000000^08:00:00 AM^1^57
1^300.000000^09:00:00 AM^13^53
1^300.000000^10:00:00 AM^3^52
2^300.020000^11:00:00 AM^2^52
2^300.020000^12:00:00 PM^0^---
2^300.020000^01:00:00 PM^0^---
2^300.020000^02:00:00 PM^0^40
2^300.020000^03:00:00 PM^0^---
2^300.020000^04:00:00 PM^0^60
2^300.020000^05:00:00 PM^1^65
2^300.020000^06:00:00 PM^2^61
2^300.020000^07:00:00 PM^2^58
2^300.020000^08:00:00 PM^1^64
2^300.020000^09:00:00 PM^2^64
2^300.020000^10:00:00 PM^2^50
2^300.020000^11:00:00 PM^2^62
2^300.020000^12:00:00 AM^2^70
2^300.020000^01:00:00 AM^3^64
2^300.020000^02:00:00 AM^1^63
2^300.020000^03:00:00 AM^2^65
2^300.020000^04:00:00 AM^1^62
2^300.020000^05:00:00 AM^3^61
2^300.020000^06:00:00 AM^3^64
2^300.020000^07:00:00 AM^1^53
2^300.020000^08:00:00 AM^0^58
2^300.020000^09:00:00 AM^7^51
2^300.020000^10:00:00 AM^1^53
3^300.040000^11:00:00 AM^2^51
3^300.040000^12:00:00 PM^0^---
3^300.040000^01:00:00 PM^0^---
3^300.040000^02:00:00 PM^1^39
3^300.040000^03:00:00 PM^0^---
3^300.040000^04:00:00 PM^0^---
3^300.040000^05:00:00 PM^0^62
3^300.040000^06:00:00 PM^1^59
3^300.040000^07:00:00 PM^1^55
3^300.040000^08:00:00 PM^1^63
3^300.040000^09:00:00 PM^2^62
3^300.040000^10:00:00 PM^1^52
3^300.040000^11:00:00 PM^3^59
3^300.040000^12:00:00 AM^2^67
