sep=^
Task ID^Storage Interval^Operator ID^Message Length (secs)^Start Time^Stop Time^Threshold Method^Duration^Station Name^All Single Channels^Location (lat)^Location (lon)^Antenna^Polarization
1255^1 hours^SMSWS05^15^2/25/2021 8:00:00 PM^3/1/2021 8:00:11 PM^Noise Riding 10 dB^Fixed: 4 days^Ahuachapan^No^13.920543^-89.843600^Vertical Ref^Vertical

Band #^Start Frequency (MHz)^Stop Frequency (MHz)^Bandwidth (kHz)
1^1930.000000^1990.000000^20.00000

Channel No.^Frequency (MHz)^Maximum Occupancy (%)^Average Occupancy (%)^Maximum Field Strength (dBuV/m)^Average Field Strength (dBuV/m)
1^1930.000000^0^0^---^---
2^1930.020000^0^0^---^---
3^1930.040000^0^0^---^---
4^1930.060000^0^0^---^---
5^1930.080000^0^0^---^---
6^1930.100000^0^0^---^---
7^1930.120000^0^0^---^---
8^1930.140000^0^0^---^---
9^1930.160000^0^0^---^---
10^1930.180000^0^0^---^---
11^1930.200000^0^0^---^---
12^1930.220000^0^0^---^---
13^1930.240000^0^0^---^---
14^1930.260000^0^0^---^---
15^1930.280000^0^0^---^---
16^1930.300000^0^0^---^---
17^1930.320000^0^0^---^---
18^1930.340000^0^0^---^---
19^1930.360000^0^0^---^---
20^1930.380000^0^0^---^---
21^1930.400000^0^0^---^---
22^1930.420000^0^0^---^---
23^1930.440000^0^0^---^---
24^1930.460000^0^0^---^---
25^1930.480000^0^0^---^---
26^1930.500000^0^0^---^---
27^1930.520000^0^0^---^---
28^1930.540000^0^0^---^---
29^1930.560000^0^0^---^---
30^1930.580000^0^0^---^---
31^1930.600000^0^0^---^---
32^1930.620000^0^0^---^---
33^1930.640000^0^0^---^---
34^1930.660000^0^0^---^---
35^1930.680000^0^0^---^---
36^1930.700000^0^0^---^---
37^1930.720000^0^0^---^---
38^1930.740000^0^0^---^---
39^1930.760000^0^0^---^---
40^1930.780000^0^0^---^---
41^1930.800000^0^0^---^---
42^1930.820000^0^0^---^---
43^1930.840000^0^0^---^---
44^1930.860000^0^0^---^---
45^1930.880000^0^0^---^---
46^1930.900000^0^0^---^---
47^1930.920000^0^0^---^---
48^1930.940000^0^0^---^---
49^1930.960000^0^0^---^---
50^1930.980000^0^0^---^---
51^1931.000000^0^0^---^---
52^1931.020000^0^0^---^---
53^1931.040000^0^0^---^---
54^1931.060000^0^0^---^---
55^1931.080000^0^0^---^---
56^1931.100000^0^0^---^---
57^1931.120000^0^0^---^---
58^1931.140000^0^0^---^---
59^1931.160000^0^0^---^---
60^1931.180000^0^0^---^---
61^1931.200000^0^0^---^---
62^1931.220000^0^0^---^---
63^1931.240000^0^0^---^---
64^1931.260000^0^0^---^---
65^1931.280000^0^0^---^---
66^1931.300000^0^0^---^---
67^1931.320000^0^0^---^---
68^1931.340000^0^0^---^---
69^1931.360000^0^0^---^---
70^1931.380000^0^0^---^---
71^1931.400000^0^0^---^---
72^1931.420000^0^0^---^---
73^1931.440000^0^0^---^---
74^1931.460000^0^0^---^---
75^1931.480000^0^0^---^---
76^1931.500000^0^0^---^---
77^1931.520000^0^0^---^---
78^1931.540000^0^0^---^---
79^1931.560000^0^0^---^---
80^1931.580000^0^0^---^---
81^1931.600000^0^0^---^---
82^1931.620000^0^0^---^---
83^1931.640000^0^0^---^---
84^1931.660000^0^0^---^---
85^1931.680000^0^0^---^---
86^1931.700000^0^0^---^---
87^1931.720000^0^0^---^---
88^1931.740000^0^0^---^---
89^1931.760000^0^0^---^---
90^1931.780000^0^0^---^---
91^1931.800000^0^0^---^---
92^1931.820000^0^0^---^---
93^1931.840000^0^0^---^---
94^1931.860000^0^0^---^---
95^1931.880000^0^0^---^---
96^1931.900000^0^0^---^---
97^1931.920000^0^0^---^---
98^1931.940000^0^0^---^---
99^1931.960000^0^0^---^---
100^1931.980000^0^0^---^---
101^1932.000000^0^0^---^---
102^1932.020000^0^0^---^---
103^1932.040000^0^0^---^---
104^1932.060000^0^0^---^---
105^1932.080000^0^0^---^---
106^1932.100000^0^0^---^---
107^1932.120000^0^0^---^---
108^1932.140000^0^0^---^---
109^1932.160000^0^0^---^---
110^1932.180000^0^0^---^---
111^1932.200000^0^0^---^---
112^1932.220000^0^0^---^---
113^1932.240000^0^0^---^---
114^1932.260000^0^0^---^---
115^1932.280000^0^0^---^---
116^1932.300000^0^0^---^---
117^1932.320000^0^0^---^---
118^1932.340000^0^0^---^---
119^1932.360000^0^0^---^---
120^1932.380000^0^0^---^---
121^1932.400000^0^0^---^---
122^1932.420000^0^0^---^---
123^1932.440000^0^0^---^---
124^1932.460000^0^0^---^---
125^1932.480000^0^0^---^---
126^1932.500000^0^0^---^---
127^1932.520000^0^0^---^---
128^1932.540000^0^0^---^---
129^1932.560000^0^0^---^---
130^1932.580000^0^0^---^---
131^1932.600000^0^0^---^---
132^1932.620000^0^0^---^---
133^1932.640000^0^0^---^---
134^1932.660000^0^0^---^---
135^1932.680000^0^0^---^---
136^1932.700000^0^0^---^---
137^1932.720000^0^0^---^---
138^1932.740000^0^0^---^---
139^1932.760000^0^0^---^---
