sep=^
Task ID^Storage Interval^Operator ID^Message Length (secs)^Start Time^Stop Time^Threshold Method^Duration^Station Name^All Single Channels^Location (lat)^Location (lon)^Antenna^Polarization
1263^1 hours^SMSWS05^15^2/25/2021 8:00:00 PM^3/1/2021 8:00:03 PM^Noise Riding 10 dB^Fixed: 4 days^Santa Ana^No^13.988508^-89.555923^Vertical Ref^Vertical

Band #^Start Frequency (MHz)^Stop Frequency (MHz)^Bandwidth (kHz)
1^400.000000^410.000000^5.00000

Channel No.^Frequency (MHz)^Maximum Occupancy (%)^Average Occupancy (%)^Maximum Field Strength (dBuV/m)^Average Field Strength (dBuV/m)
1^400.000000^100^99^38^27
2^400.005000^100^86^33^22
3^400.010000^0^0^32^22
4^400.015000^2^0^33^21
5^400.020000^0^0^33^26
6^400.025000^0^0^33^25
7^400.030000^1^0^32^24
8^400.035000^2^0^33^24
9^400.040000^0^0^35^28
10^400.045000^0^0^35^28
11^400.050000^7^0^52^39
12^400.055000^0^0^37^29
13^400.060000^0^0^34^22
14^400.065000^0^0^32^25
15^400.070000^0^0^33^21
16^400.075000^0^0^32^25
17^400.080000^0^0^33^21
18^400.085000^0^0^---^---
19^400.090000^0^0^32^21
20^400.095000^0^0^34^22
21^400.100000^0^0^---^---
22^400.105000^0^0^34^22
23^400.110000^0^0^33^25
24^400.115000^0^0^32^24
25^400.120000^0^0^33^28
26^400.125000^0^0^33^29
27^400.130000^0^0^34^25
28^400.135000^0^0^33^25
29^400.140000^0^0^36^28
30^400.145000^0^0^---^---
31^400.150000^0^0^---^---
32^400.155000^0^0^---^---
33^400.160000^0^0^---^---
34^400.165000^0^0^---^---
35^400.170000^0^0^---^---
36^400.175000^0^0^---^---
37^400.180000^0^0^---^---
38^400.185000^0^0^---^---
39^400.190000^0^0^---^---
40^400.195000^0^0^---^---
41^400.200000^0^0^---^---
42^400.205000^0^0^---^---
43^400.210000^0^0^---^---
44^400.215000^0^0^---^---
45^400.220000^0^0^---^---
46^400.225000^0^0^---^---
47^400.230000^0^0^---^---
48^400.235000^0^0^---^---
49^400.240000^0^0^---^---
50^400.245000^0^0^---^---
51^400.250000^4^0^57^33
52^400.255000^0^0^41^36
53^400.260000^0^0^---^---
54^400.265000^0^0^---^---
55^400.270000^0^0^---^---
56^400.275000^0^0^---^---
57^400.280000^0^0^---^---
58^400.285000^0^0^---^---
59^400.290000^0^0^---^---
60^400.295000^0^0^32^21
61^400.300000^0^0^33^22
62^400.305000^0^0^33^23
63^400.310000^0^0^---^---
64^400.315000^0^0^---^---
65^400.320000^0^0^---^---
66^400.325000^0^0^---^---
67^400.330000^0^0^---^---
68^400.335000^0^0^---^---
69^400.340000^0^0^---^---
70^400.345000^0^0^---^---
71^400.350000^0^0^---^---
72^400.355000^0^0^---^---
73^400.360000^0^0^---^---
74^400.365000^0^0^---^---
75^400.370000^0^0^---^---
76^400.375000^0^0^---^---
77^400.380000^0^0^---^---
78^400.385000^0^0^---^---
79^400.390000^0^0^---^---
80^400.395000^0^0^---^---
81^400.400000^0^0^---^---
82^400.405000^0^0^---^---
83^400.410000^0^0^---^---
84^400.415000^0^0^---^---
85^400.420000^0^0^---^---
86^400.425000^0^0^---^---
87^400.430000^0^0^---^---
88^400.435000^0^0^---^---
89^400.440000^0^0^---^---
90^400.445000^0^0^---^---
91^400.450000^0^0^---^---
92^400.455000^0^0^---^---
93^400.460000^0^0^---^---
94^400.465000^0^0^---^---
95^400.470000^0^0^---^---
96^400.475000^0^0^---^---
97^400.480000^0^0^---^---
98^400.485000^0^0^---^---
99^400.490000^0^0^---^---
100^400.495000^0^0^---^---
101^400.500000^0^0^---^---
102^400.505000^0^0^46^45
103^400.510000^0^0^---^---
104^400.515000^0^0^---^---
105^400.520000^0^0^---^---
106^400.525000^0^0^---^---
107^400.530000^0^0^---^---
108^400.535000^0^0^---^---
109^400.540000^0^0^---^---
110^400.545000^0^0^32^22
111^400.550000^0^0^34^22
112^400.555000^0^0^32^22
113^400.560000^0^0^32^20
114^400.565000^1^0^32^21
115^400.570000^1^0^33^21
116^400.575000^0^0^---^---
117^400.580000^0^0^---^---
118^400.585000^0^0^---^---
119^400.590000^0^0^---^---
120^400.595000^0^0^---^---
121^400.600000^0^0^---^---
122^400.605000^0^0^---^---
123^400.610000^0^0^---^---
124^400.615000^0^0^---^---
125^400.620000^0^0^---^---
126^400.625000^0^0^---^---
127^400.630000^0^0^---^---
128^400.635000^0^0^---^---
129^400.640000^0^0^---^---
130^400.645000^0^0^---^---
131^400.650000^0^0^---^---
132^400.655000^0^0^---^---
133^400.660000^0^0^---^---
134^400.665000^0^0^---^---
135^400.670000^0^0^---^---
136^400.675000^0^0^---^---
137^400.680000^0^0^---^---
138^400.685000^0^0^---^---
139^400.690000^0^0^---^---
140^400.695000^0^0^---^---
141^400.700000^0^0^---^---
142^400.705000^1^0^46^45
143^400.710000^0^0^---^---
144^400.715000^0^0^---^---
145^400.720000^0^0^---^---
146^400.725000^0^0^---^---
147^400.730000^0^0^---^---
148^400.735000^0^0^---^---
149^400.740000^0^0^---^---
150^400.745000^0^0^---^---
151^400.750000^0^0^---^---
152^400.755000^0^0^---^---
153^400.760000^0^0^---^---
154^400.765000^0^0^32^20
155^400.770000^0^0^32^21
156^400.775000^0^0^33^21
157^400.780000^0^0^34^22
158^400.785000^0^0^---^---
159^400.790000^0^0^---^---
160^400.795000^0^0^---^---
161^400.800000^0^0^---^---
162^400.805000^0^0^---^---
163^400.810000^0^0^---^---
164^400.815000^0^0^---^---
165^400.820000^0^0^---^---
166^400.825000^0^0^---^---
167^400.830000^0^0^---^---
168^400.835000^0^0^---^---
169^400.840000^0^0^---^---
170^400.845000^0^0^---^---
171^400.850000^0^0^---^---
172^400.855000^1^0^46^45
173^400.860000^0^0^---^---
174^400.865000^0^0^---^---
175^400.870000^0^0^---^---
176^400.875000^0^0^---^---
177^400.880000^0^0^---^---
178^400.885000^0^0^---^---
179^400.890000^0^0^---^---
180^400.895000^1^0^33^22
181^400.900000^1^0^34^22
182^400.905000^1^0^34^22
183^400.910000^0^0^---^---
184^400.915000^0^0^---^---
185^400.920000^0^0^---^---
186^400.925000^0^0^---^---
187^400.930000^0^0^---^---
188^400.935000^0^0^---^---
189^400.940000^0^0^---^---
190^400.945000^0^0^---^---
191^400.950000^0^0^---^---
192^400.955000^0^0^---^---
193^400.960000^0^0^---^---
194^400.965000^0^0^---^---
195^400.970000^0^0^---^---
196^400.975000^0^0^---^---
197^400.980000^0^0^---^---
198^400.985000^0^0^---^---
199^400.990000^0^0^---^---
200^400.995000^0^0^---^---
201^401.000000^0^0^---^---
202^401.005000^11^0^34^19
203^401.010000^0^0^---^---
204^401.015000^0^0^---^---
205^401.020000^0^0^---^---
206^401.025000^0^0^---^---
207^401.030000^0^0^---^---
208^401.035000^0^0^---^---
209^401.040000^0^0^---^---
210^401.045000^0^0^---^---
211^401.050000^0^0^---^---
212^401.055000^0^0^---^---
213^401.060000^0^0^---^---
214^401.065000^0^0^---^---
215^401.070000^0^0^---^---
216^401.075000^0^0^---^---
217^401.080000^0^0^---^---
218^401.085000^0^0^---^---
219^401.090000^0^0^---^---
220^401.095000^0^0^---^---
221^401.100000^0^0^---^---
222^401.105000^0^0^---^---
223^401.110000^0^0^---^---
224^401.115000^0^0^---^---
225^401.120000^0^0^---^---
226^401.125000^0^0^---^---
227^401.130000^0^0^---^---
228^401.135000^0^0^---^---
229^401.140000^0^0^---^---
230^401.145000^0^0^33^23
231^401.150000^0^0^32^23
232^401.155000^0^0^33^22
233^401.160000^0^0^33^21
234^401.165000^0^0^---^---
235^401.170000^0^0^---^---
236^401.175000^0^0^---^---
237^401.180000^0^0^---^---
238^401.185000^0^0^---^---
239^401.190000^0^0^32^20
240^401.195000^0^0^32^23
241^401.200000^0^0^32^26
242^401.205000^0^0^32^23
243^401.210000^0^0^32^20
244^401.215000^0^0^---^---
